koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,koi_tce_delivname_q1_q17_dr24_tce,koi_tce_delivname_q1_q17_dr25_tce,koi_disposition
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.5017061827808255,-0.26144700135289234,0.26144700135289234,-0.5504599093951952,-0.36315946330309584,0.36315946330309584,0.2675185680752602,0.970733784985147,0.45453062605403094,-1.1354100070267459,-0.3481587154775584,0.3481587154775584,-0.2997090114850405,-0.3874401747280417,0.3874401747280417,0.01781853304079277,0.019138852715422115,-0.03776098903461395,5.521895241900278,4.202788224626476,2.900413317167366,-7.507656220093719,-0.2135761144046451,-0.4864843118338281,0.4954453054331378,-0.8743965326270098,1.0141567597189272,-2.2625961125024743,2.652320103114564,-0.007594507713432285,0.5173274379002274,0.9936293208198802,-1.6280564819307914,1.2314198565227863,-1.1240295502549043,-0.7052422017612654,-0.16914595538597202,0.3370004770529612,1
-0.014923172932205402,-0.05953593985730021,0.0,0.0,0.07037647648549056,-0.048186127262051584,0.048186127262051584,-0.3182575157092704,0.2172772813486753,-0.2172772813486753,-0.06347483672709965,-0.12722162626251776,-0.05208123793998604,0.24493138750322652,0.3441537618440714,-0.3441537618440714,-0.28167022029793165,-0.2317513669110935,0.2317513669110935,-0.0211829642264492,-0.022234089725185136,0.017504048172699144,0.026735032951591305,-0.0739477385607499,-0.045511366965282275,0.06578946913629076,-0.23659514683275432,-0.4864843118338281,-0.8104085460131454,-0.3519269196125416,-0.6419276065918733,-3.4789273644200946,2.150896821448788,-1.8538510321269526,1.20756343765845,4.610263814922739,-3.3690210796819917,0.09710023094202208,-1.4363600633036586,-0.9418599842739862,-0.16914595538597202,-2.9673548498949036,1
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.4218485512850905,-0.2556932415923328,0.2556932415923328,-0.4051257665617589,-0.2799114040463838,0.2799114040463838,0.14827031367306498,-0.1389942206384984,-0.45842783893676786,-0.5643147502026884,-0.3554052846810781,0.3554052846810781,-0.062327725863294076,0.184362355799659,-0.184362355799659,-0.02339782043736643,-0.029589279492404204,0.02250487448216032,-0.5374808657642258,-0.0864836511114446,-0.06725307080710874,0.09391746738286263,-0.17082648275244228,-0.4864843118338281,-1.6203869371663522,0.10523399177511811,-0.11806418459559971,0.7689706118201206,-0.4602885698673292,1.2232431752289143,-0.18157846298948016,-0.4436692788353419,0.2430053863492556,-2.0214716391502727,1.1231215555272789,1.2402817877877796,-0.16914595538597202,0.3370004770529612,0
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.21329535722309473,-0.23134362495489574,0.23134362495489574,-0.4979718813735604,-0.20678189342860914,0.20678189342860914,-0.1422979328869507,-0.09920186096653016,0.2655322069857603,-0.21253509729123823,-0.2779907161166477,0.2779907161166477,-0.1530107718310246,-0.04634015032909158,0.04634015032909158,-0.023580428263266524,-0.029411331352874708,0.022642692530058853,-0.6434064559445899,-0.08757830911023412,-0.0674689323724824,0.0951697412774018,-0.1778731253324757,2.092537259385881,-0.04260138168838202,-0.3954660540304139,0.49029333772265354,0.37381731170475135,-0.3940628534209059,0.4388858282558504,-0.11669404161836686,-0.328855485371759,0.23423478384169286,-0.5300388614543167,-1.2251673839507318,-0.4192294612829251,-0.16914595538597202,0.3370004770529612,0
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.48665438736241484,-0.26105176765428845,0.26105176765428845,-0.5239231180158183,-0.3714382758258628,0.3714382758258628,-0.20629449608279546,-0.06816051815188273,0.5234029313077228,-0.9206824834015203,-0.4329965988358383,0.4329965988358383,-0.1481774115129476,-0.16664513818764246,0.16664513818764246,-0.023904409889863455,-0.029767227631933697,0.02268206911517272,0.20832175897507266,-0.06647912259432517,-0.0606454848023253,0.08000688073098748,-0.11680222297218597,-0.4864843118338281,-1.5680364486896639,0.10523399177511811,0.1016204762415473,0.7566220711915166,-0.4697493865025325,1.2353102113361922,-0.18073944029933645,-0.4436692788353419,0.2430053863492556,-1.5093427087070057,0.01112281356775475,1.038718491573239,-0.16914595538597202,0.3370004770529612,0
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.41594345309230585,-0.24683945852174427,0.24683945852174427,-0.4525054003659996,-0.07248115694816766,0.07248115694816766,-0.05047677699726037,-0.13238967961410533,-0.1044562235631424,-0.8647937627078621,0.07196555273625685,-0.07196555273625685,-0.22220262638444846,0.44478727069346324,-0.44478727069346324,-0.02406345541564741,-0.029767227631933697,0.022721445700286592,-0.42939352884548687,-0.08505505314087246,-0.06638010124125938,0.09274725132186877,-0.23894402769276546,-0.4864843118338281,-1.0852486105157595,0.9760166801325652,-0.5743323263342897,0.660920881319824,-0.3940628534209059,1.1025728141561353,-0.1681540999471809,-0.4139027397892278,0.23569655092628666,1.247068616385959,-0.21667620518092348,1.0666027420377011,-0.16914595538597202,0.3370004770529612,1
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.11020351668861045,-0.21717551620997178,0.21717551620997178,-0.1593629982287355,-0.19160407047020311,0.19160407047020311,-0.2019220600880483,-0.07377437802261685,0.5057844346149178,-0.7129309882834239,-0.2956652751496227,0.2956652751496227,-0.009563542390953406,0.7363499471506572,-0.7363499471506572,-0.023232884336553444,-0.02887748693428623,0.022288303264034047,-0.8098609547994479,-0.08875887697728309,-0.06763717741608247,0.09537666972721168,-0.20981790502862727,-0.4864843118338281,-0.4366842254990087,1.215481919430863,-0.7602193470426448,0.34912023044754076,0.022213078528040234,-0.007594507713432285,-0.13011840466066618,-0.26719622591909414,0.17868763462712897,-0.033144416135277244,-0.010858927610710674,1.0355317200915866,-0.16914595538597202,0.3370004770529612,0
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.46891403980515556,-0.25907165881663635,0.25907165881663635,-0.5255046108209532,-0.3079673798179829,0.3079673798179829,-0.2019220600880483,-0.0691511993055417,0.5057844346149178,-0.636489814372607,-0.3582332141263541,0.3582332141263541,-0.26515623921116854,-0.32516465160126246,0.32516465160126246,-0.024087017715763548,-0.028996119027305894,0.022701757407729655,0.6104066523127814,-0.04071309033167811,-0.017395398075363017,0.05894655936499131,-0.16377984017240885,-0.4864843118338281,0.6219589859184681,0.714781873625331,-0.9799040078797918,0.46643136641929167,-0.4697493865025325,-0.9850244324029427,-0.1094225116371214,0.05173097814641374,0.1962288396422544,0.3964584881677344,-0.7846872150502138,0.15837286976664922,-0.16914595538597202,0.3370004770529612,0
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.21131243255079624,-0.25632369673358213,0.25632369673358213,-0.18984513830387936,-0.39176735990954603,0.39176735990954603,0.06439904141018765,-0.12066661929580763,-0.2069638406849163,-0.09831604592642672,-0.4220383722353938,0.4220383722353938,0.0788466734272052,-0.2897808316428651,0.2897808316428651,-0.022378750957343346,-0.02929269925985505,0.022445809604489518,-0.5266721320723519,-0.08635201502298258,-0.06748004289422957,0.09474874891399547,0.32196872167789575,-0.4864843118338281,0.1464420489218817,-0.3301573524036054,0.6423827183022168,-0.018248853253465546,-0.4413669365969225,0.9819024530833562,-0.07026811943041508,-0.39689328890573405,0.23277301675709908,1.1984985463623021,-0.6343975229628611,-0.5140359128620963,-0.16914595538597202,0.3370004770529612,0
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.4840519531672476,-0.25811741013816925,0.25811741013816925,-0.5352190389604106,-0.16170835858243357,0.16170835858243357,0.03180451854025431,-0.08467187071286542,-0.0788293192826989,-0.6764409930153611,-0.11891968481987293,0.11891968481987293,-0.2969183213013889,-0.3534717075679803,0.3534717075679803,-0.024458123942592763,-0.030063807864482855,0.022898640333298994,0.018088045998092193,-0.07430939139326137,-0.06617693741502535,0.08957553766874823,-0.21968320464067412,-0.4864843118338281,-2.0493701066281047,-1.0050139358806267,0.9634602995257394,0.7134021789913975,-0.5643575528545657,1.4404498251599167,-0.17178986493780357,-0.5117070823693168,0.27954956346410026,-1.1911422370976883,0.5640388841416755,-0.1730513643252441,-0.16914595538597202,0.3370004770529612,1
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.06672199328446761,-0.13742636722856783,0.13742636722856783,-0.4822399880817694,0.18048255902526664,-0.18048255902526664,0.03792592893290032,-0.08703299412908592,-0.09308428478869553,-0.788862375495643,0.29466499655174155,-0.29466499655174155,-0.21952701620837012,0.5240470274002733,-0.5240470274002733,-0.02371591148893433,-0.027987746236638758,0.02252456277471725,-0.6888031374504603,-0.08795797530221934,-0.06564521958855346,0.09484150994322059,-0.2478697749608078,0.8030264737760264,0.44309481695644937,0.8236297096700119,-0.4729394059479141,0.20402487806142963,-0.16700325417602613,-1.6487114183032279,-0.0948794516746305,0.23883493786484494,0.16553173086578488,0.8653800205851434,1.9332966533866556,0.3009808935706116,-0.16914595538597202,-2.9673548498949036,1
-0.014923172932205402,-0.05953593985730021,0.0,0.0,-0.18323375233119044,-0.20657084956776148,0.20657084956776148,-0.4183686929357751,-0.06558214651252858,0.06558214651252858,0.11170084898972514,-0.11769457583483074,-0.38314880761296505,-0.2790756768977058,-0.12245459662646793,0.12245459662646793,-0.23304891709822842,-0.08738538148083246,0.08738538148083246,-0.023550975388121346,-0.029114751120325553,0.022248926678920183,-0.4510109962292347,-0.08536128025192623,-0.0663007403716367,0.0923191234946759,-0.21921342846867184,-0.4864843118338281,0.5637917764999254,-1.2444791751789248,0.9972579396545312,-0.2374354494112084,0.5141755435586131,0.26994732275395966,-0.048733203716726625,-0.17364424605987858,0.05443743243665707,0.20776571259252952,-1.4050684732158787,0.22609176375177084,-0.16914595538597202,0.3370004770529612,1
